,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
197307,"	0","	4","	2","	0","	131","	13","	18","	3","	5","	37","	7","	7","	3","	14","	28","	8","	11","	28","	26","	24","	16","	1","	62","	2","	11","	7","	7","	41","	2","	0","	1","	43","	9","	0","	57","	43","	22","	28","	25","	14","	9","	1","	35","	72","	9","	6","	5","	15","	7","	5","	2","	"
197308,"	2","	14","	2","	0","	90","	3","	22","	0","	1","	60","	15","	5","	5","	2","	53","	15","	4","	21","	15","	24","	23","	3","	49","	3","	15","	3","	8","	44","	0","	0","	7","	30","	13","	3","	54","	20","	12","	21","	39","	16","	6","	2","	25","	68","	2","	24","	0","	13","	4","	10","	0","	"
197309,"	0","	0","	3","	0","	171","	3","	8","	3","	7","	33","	19","	3","	8","	8","	53","	6","	6","	19","	4","	16","	16","	2","	82","	3","	12","	5","	5","	18","	0","	1","	6","	49","	6","	6","	56","	23","	24","	32","	64","	5","	3","	0","	24","	79","	4","	17","	10","	17","	11","	9","	3","	"
197310,"	0","	12","	3","	1","	112","	11","	18","	0","	4","	24","	19","	4","	2","	4","	41","	12","	14","	21","	9","	19","	0","	0","	61","	5","	16","	8","	10","	38","	0","	0","	4","	54","	3","	5","	39","	27","	27","	35","	44","	7","	14","	2","	33","	85","	1","	14","	6","	36","	10","	6","	0","	"
197311,"	0","	0","	6","	2","	148","	14","	11","	4","	1","	45","	13","	6","	4","	3","	40","	13","	6","	21","	12","	33","	16","	0","	68","	4","	18","	5","	4","	22","	1","	1","	9","	55","	30","	1","	71","	23","	28","	26","	47","	6","	16","	5","	41","	73","	1","	4","	6","	22","	6","	21","	0","	"
197312,"	13","	65","	5","	0","	123","	13","	14","	0","	1","	47","	22","	3","	6","	3","	89","	8","	16","	27","	10","	31","	13","	1","	79","	3","	20","	2","	9","	17","	0","	0","	8","	57","	7","	2","	79","	44","	24","	43","	45","	4","	5","	0","	47","	108","	5","	19","	7","	18","	8","	7","	1","	"
197313,"	4","	7","	4","	1","	164","	12","	11","	2","	2","	49","	16","	1","	36","	3","	32","	22","	2","	23","	24","	23","	15","	3","	51","	6","	12","	2","	1","	23","	0","	0","	4","	42","	7","	0","	71","	47","	17","	22","	49","	8","	6","	7","	33","	76","	0","	9","	4","	24","	2","	3","	1","	"
197314,"	4","	6","	3","	0","	143","	18","	11","	0","	3","	33","	28","	5","	0","	8","	24","	8","	15","	15","	0","	25","	12","	0","	49","	7","	14","	4","	3","	28","	0","	0","	3","	29","	6","	0","	61","	40","	8","	12","	31","	17","	6","	3","	26","	120","	0","	12","	3","	18","	0","	2","	1","	"
197315,"	4","	0","	4","	0","	154","	3","	17","	1","	3","	66","	25","	3","	4","	8","	69","	7","	14","	67","	34","	13","	6","	1","	92","	9","	10","	1","	5","	19","	3","	1","	6","	36","	6","	0","	86","	41","	20","	13","	21","	4","	16","	0","	36","	115","	5","	22","	8","	12","	4","	4","	1","	"
197316,"	4","	10","	3","	0","	140","	11","	13","	2","	1","	49","	4","	4","	6","	5","	63","	4","	16","	9","	5","	29","	17","	0","	71","	4","	19","	7","	2","	19","	0","	2","	4","	37","	3","	0","	84","	19","	13","	18","	46","	10","	9","	6","	34","	69","	0","	27","	2","	22","	3","	0","	2","	"
197317,"	1","	9","	0","	0","	124","	14","	16","	1","	2","	84","	23","	2","	1","	3","	38","	12","	10","	19","	16","	30","	10","	0","	59","	20","	11","	2","	2","	26","	1","	1","	6","	53","	7","	1","	58","	70","	37","	23","	22","	13","	7","	7","	44","	114","	1","	13","	5","	13","	10","	8","	0","	"
197318,"	10","	4","	0","	1","	126","	2","	9","	0","	1","	65","	13","	1","	7","	2","	40","	5","	21","	20","	10","	25","	17","	1","	69","	2","	12","	8","	6","	12","	0","	1","	3","	44","	5","	5","	39","	43","	52","	23","	49","	10","	10","	2","	29","	67","	1","	14","	3","	22","	4","	10","	0","	"
197319,"	0","	9","	2","	1","	134","	9","	15","	0","	0","	42","	10","	9","	1","	10","	48","	6","	16","	19","	21","	29","	11","	0","	45","	7","	8","	7","	7","	28","	0","	1","	3","	53","	8","	1","	90","	59","	11","	16","	49","	6","	13","	0","	48","	107","	0","	9","	5","	29","	4","	8","	0","	"
197320,"	0","	2","	1","	0","	165","	5","	17","	2","	1","	95","	13","	6","	1","	3","	46","	15","	8","	27","	10","	21","	17","	2","	83","	3","	36","	8","	3","	57","	0","	0","	3","	31","	8","	1","	85","	31","	37","	17","	20","	2","	10","	2","	42","	108","	3","	15","	7","	19","	6","	9","	1","	"
197321,"	1","	13","	1","	0","	82","	17","	14","	3","	0","	51","	18","	2","	5","	0","	46","	10","	6","	29","	21","	30","	19","	2","	86","	6","	12","	0","	2","	28","	2","	0","	9","	27","	6","	1","	59","	36","	8","	18","	45","	5","	5","	3","	44","	81","	1","	11","	4","	24","	6","	0","	1","	"
197322,"	4","	9","	2","	0","	199","	3","	18","	0","	1","	37","	9","	3","	8","	0","	21","	10","	10","	11","	8","	18","	9","	3","	43","	12","	14","	3","	2","	21","	0","	0","	4","	49","	19","	0","	0","	15","	27","	12","	54","	10","	0","	0","	27","	61","	6","	24","	1","	14","	3","	6","	0","	"
197323,"	2","	22","	7","	1","	117","	20","	13","	2","	0","	87","	4","	4","	2","	4","	28","	11","	20","	24","	18","	32","	72","	0","	72","	6","	16","	4","	4","	16","	0","	1","	7","	32","	11","	0","	64","	31","	16","	34","	27","	6","	9","	1","	19","	103","	0","	16","	2","	20","	3","	7","	0","	"
197324,"	2","	11","	0","	1","	158","	5","	15","	0","	2","	49","	22","	0","	5","	4","	25","	11","	13","	29","	18","	42","	9","	0","	44","	1","	12","	5","	5","	24","	0","	2","	5","	30","	5","	0","	69","	29","	26","	11","	22","	4","	9","	0","	33","	52","	0","	15","	3","	15","	10","	3","	0","	"
197325,"	0","	0","	0","	0","	123","	12","	12","	1","	1","	22","	19","	2","	2","	0","	81","	16","	7","	18","	10","	35","	14","	1","	59","	1","	12","	4","	3","	46","	0","	1","	4","	31","	8","	0","	85","	28","	35","	16","	24","	12","	12","	6","	28","	82","	7","	17","	4","	19","	4","	9","	2","	"
197326,"	0","	16","	5","	1","	127","	16","	16","	6","	4","	91","	8","	3","	0","	1","	35","	5","	9","	6","	17","	25","	9","	0","	48","	4","	22","	3","	7","	22","	1","	3","	7","	27","	12","	1","	77","	29","	19","	19","	21","	11","	4","	1","	35","	68","	3","	18","	3","	22","	3","	5","	1","	"
197327,"	1","	3","	1","	0","	124","	9","	18","	1","	0","	45","	18","	2","	2","	1","	20","	9","	10","	12","	10","	19","	4","	1","	35","	4","	11","	8","	4","	18","	0","	2","	3","	0","	7","	0","	27","	36","	18","	13","	24","	6","	0","	0","	27","	74","	2","	9","	0","	18","	8","	4","	1","	"
197328,"	0","	10","	6","	0","	123","	18","	13","	2","	5","	83","	17","	6","	1","	3","	60","	10","	6","	19","	21","	21","	13","	1","	61","	2","	38","	1","	6","	28","	0","	0","	2","	0","	3","	0","	25","	28","	21","	29","	34","	16","	11","	0","	34","	92","	2","	11","	2","	24","	5","	2","	0","	"
197329,"	1","	12","	1","	0","	141","	3","	18","	0","	0","	49","	36","	15","	10","	5","	37","	11","	10","	41","	9","	33","	11","	2","	53","	1","	8","	9","	0","	37","	0","	1","	11","	47","	3","	0","	74","	41","	14","	13","	17","	12","	7","	0","	43","	67","	0","	26","	3","	20","	8","	8","	1","	"
197330,"	0","	1","	5","	0","	122","	12","	13","	4","	0","	32","	7","	0","	5","	4","	33","	12","	8","	10","	20","	19","	9","	0","	72","	0","	58","	5","	2","	34","	0","	1","	5","	33","	12","	0","	49","	48","	18","	14","	42","	6","	12","	3","	31","	92","	2","	7","	2","	18","	7","	5","	1","	"
197331,"	0","	9","	1","	0","	155","	17","	4","	1","	0","	37","	8","	3","	12","	2","	41","	17","	16","	10","	9","	35","	14","	3","	63","	5","	20","	5","	3","	31","	0","	0","	4","	40","	1","	0","	57","	17","	25","	13","	12","	6","	7","	0","	47","	101","	3","	14","	1","	27","	12","	3","	2","	"
197332,"	0","	4","	0","	9","	165","	9","	7","	3","	0","	85","	34","	3","	4","	1","	50","	12","	14","	14","	10","	23","	4","	2","	79","	5","	5","	6","	1","	23","	0","	1","	5","	31","	10","	2","	53","	29","	11","	10","	39","	7","	12","	0","	36","	76","	8","	17","	1","	29","	8","	7","	1","	"
197333,"	1","	14","	1","	1","	172","	4","	7","	3","	2","	52","	12","	2","	1","	7","	27","	12","	20","	26","	19","	37","	11","	1","	59","	6","	4","	1","	3","	15","	0","	0","	5","	34","	6","	7","	42","	24","	12","	17","	28","	10","	13","	0","	19","	89","	2","	16","	1","	20","	7","	6","	0","	"
197334,"	38","	5","	6","	1","	154","	23","	9","	0","	1","	71","	4","	2","	3","	0","	78","	24","	18","	14","	20","	23","	11","	2","	51","	3","	10","	0","	5","	28","	0","	1","	3","	19","	3","	8","	58","	41","	0","	19","	23","	0","	17","	0","	41","	0","	2","	11","	3","	27","	9","	4","	0","	"
197335,"	4","	0","	2","	0","	125","	8","	17","	1","	4","	57","	27","	0","	0","	4","	49","	9","	10","	26","	11","	36","	12","	4","	94","	0","	7","	7","	3","	37","	0","	1","	5","	19","	4","	0","	41","	36","	17","	24","	45","	15","	4","	5","	43","	94","	4","	4","	4","	17","	4","	4","	1","	"
197336,"	1","	13","	1","	0","	0","	11","	24","	4","	1","	80","	15","	4","	1","	5","	9","	6","	12","	10","	26","	29","	16","	3","	60","	10","	10","	2","	2","	13","	0","	1","	4","	31","	7","	7","	42","	28","	14","	13","	31","	13","	21","	1","	38","	76","	1","	26","	0","	21","	4","	2","	0","	"
197337,"	0","	3","	0","	0","	138","	8","	27","	0","	5","	51","	16","	6","	4","	4","	48","	23","	3","	20","	4","	21","	15","	5","	64","	3","	28","	5","	4","	29","	0","	3","	5","	33","	2","	1","	56","	53","	23","	32","	27","	6","	12","	6","	30","	120","	3","	15","	2","	30","	9","	5","	1","	"
197338,"	0","	20","	2","	0","	123","	13","	13","	0","	3","	104","	9","	12","	5","	1","	37","	16","	20","	23","	19","	39","	13","	0","	87","	8","	16","	6","	3","	37","	0","	0","	8","	47","	2","	27","	80","	19","	29","	19","	22","	3","	21","	1","	39","	92","	3","	35","	5","	28","	13","	0","	0","	"
197339,"	18","	6","	2","	1","	207","	7","	13","	3","	5","	135","	22","	5","	1","	4","	44","	6","	12","	16","	21","	31","	2","	0","	46","	3","	15","	7","	3","	20","	4","	0","	6","	37","	24","	0","	70","	22","	15","	21","	30","	2","	18","	19","	59","	131","	5","	14","	6","	23","	8","	5","	8","	"
197340,"	0","	10","	1","	0","	141","	22","	5","	1","	3","	43","	24","	6","	1","	10","	64","	13","	10","	26","	0","	21","	15","	1","	90","	5","	9","	3","	7","	9","	0","	1","	3","	34","	2","	2","	0","	27","	12","	25","	24","	7","	11","	3","	26","	186","	4","	23","	4","	43","	9","	6","	1","	"
197341,"	33","	0","	3","	0","	169","	12","	7","	0","	4","	63","	23","	1","	3","	1","	15","	21","	6","	15","	17","	27","	10","	1","	65","	2","	33","	9","	13","	37","	0","	0","	5","	28","	34","	0","	0","	21","	23","	20","	31","	3","	25","	3","	26","	72","	2","	7","	1","	34","	3","	2","	4","	"
197342,"	31","	9","	2","	0","	149","	7","	16","	1","	0","	207","	23","	8","	0","	7","	56","	18","	10","	21","	24","	16","	11","	0","	83","	3","	7","	6","	3","	19","	0","	0","	4","	31","	11","	0","	74","	33","	16","	13","	43","	2","	12","	14","	40","	128","	3","	11","	1","	41","	6","	5","	0","	"
197343,"	0","	17","	0","	0","	170","	6","	9","	1","	3","	115","	16","	0","	1","	2","	47","	0","	10","	21","	24","	26","	6","	2","	62","	4","	21","	1","	2","	20","	0","	0","	3","	32","	9","	0","	32","	11","	16","	21","	16","	7","	22","	3","	38","	2","	5","	19","	8","	18","	7","	6","	0","	"
197344,"	1","	21","	3","	0","	150","	5","	17","	0","	2","	114","	20","	1","	4","	1","	58","	7","	9","	28","	18","	31","	5","	0","	45","	5","	9","	5","	7","	16","	0","	0","	6","	0","	16","	0","	0","	50","	8","	17","	0","	12","	25","	22","	34","	127","	10","	6","	2","	0","	11","	6","	2","	"
197345,"	6","	8","	1","	0","	117","	7","	8","	0","	1","	0","	26","	0","	0","	2","	23","	7","	8","	29","	16","	21","	20","	0","	54","	3","	12","	6","	0","	16","	1","	0","	0","	23","	9","	0","	40","	40","	17","	19","	30","	20","	9","	22","	43","	161","	4","	12","	4","	27","	8","	7","	2","	"
197346,"	9","	16","	1","	0","	137","	3","	12","	2","	1","	132","	39","	3","	3","	5","	47","	12","	13","	13","	18","	23","	17","	0","	79","	3","	13","	3","	14","	22","	0","	1","	4","	27","	3","	1","	41","	38","	13","	21","	25","	7","	11","	12","	16","	114","	3","	10","	4","	26","	11","	9","	2","	"
197347,"	1","	5","	2","	18","	134","	14","	4","	0","	1","	124","	20","	1","	16","	4","	32","	7","	7","	11","	0","	18","	18","	3","	71","	1","	13","	1","	6","	11","	0","	1","	1","	13","	23","	0","	59","	18","	12","	19","	13","	3","	15","	9","	31","	214","	15","	8","	4","	19","	6","	7","	1","	"
197348,"	7","	2","	6","	5","	130","	10","	17","	0","	0","	45","	0","	12","	23","	10","	26","	21","	14","	19","	69","	24","	9","	1","	65","	4","	22","	11","	5","	45","	2","	0","	1","	31","	1","	5","	77","	20","	19","	37","	34","	10","	8","	10","	33","	118","	7","	8","	16","	12","	8","	2","	0","	"
197349,"	7","	6","	9","	6","	164","	12","	10","	1","	3","	76","	12","	2","	0","	10","	11","	9","	8","	13","	17","	32","	9","	2","	70","	5","	10","	2","	11","	21","	0","	3","	2","	36","	5","	0","	48","	15","	14","	14","	44","	8","	17","	8","	48","	124","	6","	9","	37","	36","	7","	11","	0","	"
197350,"	8","	11","	7","	7","	149","	1","	1","	1","	3","	115","	20","	1","	1","	0","	51","	9","	12","	16","	17","	25","	7","	1","	44","	6","	14","	5","	7","	29","	2","	1","	2","	20","	12","	12","	78","	37","	24","	27","	20","	2","	14","	2","	36","	122","	7","	23","	13","	19","	10","	8","	0","	"
197351,"	0","	2","	3","	48","	123","	2","	9","	1","	1","	107","	32","	1","	0","	5","	79","	7","	6","	16","	7","	18","	1","	0","	81","	4","	13","	5","	7","	13","	3","	2","	3","	41","	11","	1","	54","	38","	14","	24","	21","	9","	19","	10","	29","	0","	11","	21","	22","	13","	13","	6","	0","	"
197352,"	3","	2","	4","	19","	133","	34","	5","	1","	0","	0","	14","	2","	3","	1","	0","	6","	4","	3","	5","	37","	0","	2","	73","	0","	6","	7","	6","	7","	1","	1","	5","	23","	26","	4","	23","	23","	10","	2","	22","	2","	5","	5","	27","	0","	0","	2","	3","	12","	2","	3","	0","	"
197401,"	0","	2","	4","	2","	80","	0","	3","	0","	0","	47","	0","	0","	3","	2","	23","	0","	0","	25","	13","	4","	3","	3","	37","	2","	0","	1","	6","	17","	0","	0","	3","	8","	8","	18","	52","	23","	9","	12","	26","	9","	7","	7","	28","	63","	0","	5","	3","	1","	22","	3","	0","	"
197402,"	1","	2","	6","	7","	114","	0","	9","	3","	2","	33","	3","	2","	4","	1","	10","	6","	3","	8","	7","	3","	9","	1","	80","	4","	0","	3","	6","	23","	0","	1","	9","	4","	18","	0","	54","	27","	13","	11","	23","	5","	7","	0","	27","	108","	3","	7","	5","	12","	1","	8","	0","	"
197403,"	2","	15","	14","	20","	134","	0","	22","	0","	0","	119","	15","	4","	0","	2","	9","	0","	2","	27","	15","	10","	8","	2","	63","	1","	11","	5","	19","	21","	0","	1","	5","	26","	13","	4","	73","	25","	28","	11","	1","	10","	6","	14","	37","	96","	1","	11","	9","	25","	0","	2","	0","	"
197404,"	2","	14","	4","	2","	160","	0","	12","	2","	1","	123","	4","	2","	8","	7","	12","	14","	14","	10","	9","	9","	7","	4","	59","	8","	3","	2","	9","	17","	1","	0","	3","	21","	16","	0","	67","	34","	17","	14","	8","	9","	3","	4","	34","	68","	13","	17","	3","	6","	13","	6","	0","	"
197405,"	1","	8","	5","	10","	165","	0","	7","	3","	1","	71","	35","	7","	3","	3","	40","	2","	11","	15","	9","	5","	5","	7","	72","	2","	0","	3","	2","	16","	0","	0","	3","	23","	15","	3","	60","	34","	14","	9","	12","	8","	8","	4","	47","	127","	8","	23","	2","	6","	10","	4","	0","	"
197406,"	24","	11","	7","	3","	108","	1","	8","	0","	0","	72","	20","	1","	7","	0","	42","	20","	12","	10","	0","	12","	0","	0","	62","	3","	0","	3","	4","	15","	0","	2","	4","	19","	18","	16","	54","	16","	13","	13","	17","	6","	7","	8","	65","	111","	0","	25","	3","	1","	27","	1","	0","	"
197407,"	0","	6","	16","	7","	129","	0","	22","	0","	1","	123","	22","	4","	5","	6","	7","	0","	12","	20","	14","	7","	6","	0","	43","	10","	10","	2","	6","	19","	2","	0","	4","	23","	23","	0","	55","	49","	12","	26","	7","	3","	9","	4","	48","	113","	7","	10","	5","	16","	8","	5","	1","	"
197408,"	9","	0","	18","	4","	111","	1","	14","	0","	1","	106","	6","	1","	5","	3","	60","	23","	12","	10","	17","	9","	8","	5","	54","	1","	1","	1","	11","	13","	0","	1","	6","	8","	17","	8","	61","	17","	30","	19","	18","	11","	7","	11","	36","	70","	1","	28","	5","	16","	11","	8","	0","	"
197409,"	0","	1","	11","	15","	137","	0","	14","	1","	4","	82","	39","	1","	17","	1","	28","	9","	10","	12","	9","	10","	13","	7","	90","	1","	0","	5","	17","	29","	1","	1","	1","	0","	11","	0","	72","	31","	19","	9","	21","	8","	6","	3","	47","	32","	4","	30","	2","	12","	13","	3","	3","	"
197410,"	7","	20","	14","	9","	93","	0","	16","	0","	0","	64","	23","	7","	2","	2","	50","	14","	21","	7","	3","	6","	12","	2","	72","	3","	0","	2","	3","	19","	0","	0","	4","	45","	4","	1","	53","	34","	18","	19","	14","	7","	8","	5","	30","	0","	7","	9","	2","	6","	10","	5","	0","	"
197411,"	0","	1","	7","	35","	141","	14","	18","	0","	0","	73","	19","	1","	9","	4","	21","	19","	10","	11","	17","	4","	10","	0","	76","	5","	7","	4","	8","	21","	0","	0","	1","	24","	24","	9","	65","	21","	23","	15","	25","	3","	8","	5","	36","	80","	4","	16","	1","	22","	12","	4","	0","	"
197412,"	1","	9","	7","	7","	127","	43","	18","	1","	1","	67","	19","	6","	8","	1","	50","	11","	12","	25","	6","	16","	6","	7","	62","	3","	0","	4","	9","	31","	0","	2","	2","	9","	28","	5","	42","	47","	7","	4","	14","	0","	6","	1","	48","	68","	1","	14","	1","	10","	5","	8","	1","	"
197413,"	7","	5","	10","	11","	124","	6","	14","	0","	1","	56","	24","	3","	3","	2","	0","	13","	16","	15","	8","	12","	5","	4","	60","	7","	0","	7","	11","	21","	0","	0","	9","	16","	40","	16","	47","	23","	5","	11","	10","	2","	9","	4","	24","	0","	3","	16","	1","	9","	24","	7","	0","	"
197414,"	3","	2","	5","	13","	108","	23","	17","	5","	0","	106","	20","	7","	3","	4","	26","	20","	8","	18","	1","	7","	4","	7","	42","	1","	1","	9","	18","	13","	0","	1","	9","	19","	33","	3","	55","	20","	7","	14","	45","	4","	4","	4","	26","	87","	5","	6","	0","	25","	6","	11","	0","	"
197415,"	10","	9","	9","	8","	125","	3","	10","	0","	1","	88","	13","	1","	5","	4","	42","	7","	2","	16","	19","	7","	8","	4","	66","	3","	7","	5","	20","	22","	1","	1","	4","	13","	9","	4","	56","	36","	11","	13","	38","	7","	2","	1","	26","	57","	8","	11","	3","	22","	12","	3","	2","	"
197416,"	0","	8","	7","	10","	118","	13","	7","	0","	0","	46","	23","	4","	7","	0","	32","	0","	6","	5","	7","	6","	5","	0","	53","	2","	0","	11","	12","	14","	0","	1","	1","	21","	13","	22","	60","	24","	7","	17","	21","	8","	8","	0","	42","	0","	7","	7","	7","	9","	9","	6","	5","	"
197417,"	2","	3","	14","	18","	109","	3","	8","	0","	0","	67","	18","	9","	3","	1","	80","	22","	8","	21","	8","	7","	7","	0","	65","	3","	1","	14","	2","	13","	0","	4","	1","	21","	13","	4","	57","	25","	9","	18","	25","	3","	7","	1","	50","	0","	6","	13","	3","	21","	13","	3","	0","	"
197418,"	2","	6","	4","	12","	104","	18","	6","	0","	1","	99","	26","	0","	1","	1","	45","	41","	12","	30","	6","	8","	10","	2","	45","	1","	0","	1","	10","	20","	1","	1","	2","	16","	14","	1","	43","	31","	21","	14","	16","	6","	4","	4","	30","	0","	6","	10","	3","	5","	24","	0","	3","	"
197419,"	0","	0","	10","	16","	122","	7","	28","	0","	0","	87","	8","	1","	3","	1","	34","	13","	8","	11","	8","	9","	4","	5","	55","	110","	2","	2","	14","	12","	0","	0","	1","	22","	17","	1","	52","	19","	14","	8","	26","	2","	8","	2","	50","	101","	3","	1","	6","	3","	25","	2","	0","	"
197420,"	1","	4","	7","	16","	119","	2","	13","	1","	0","	31","	35","	5","	13","	1","	54","	15","	6","	25","	12","	4","	7","	5","	52","	0","	6","	5","	10","	7","	0","	2","	2","	14","	2","	11","	13","	29","	16","	7","	22","	6","	2","	4","	42","	104","	4","	8","	3","	11","	13","	1","	0","	"
197421,"	2","	3","	34","	10","	109","	3","	6","	4","	1","	61","	31","	1","	11","	1","	19","	0","	10","	11","	5","	6","	5","	0","	54","	4","	1","	1","	5","	18","	0","	2","	3","	17","	14","	3","	54","	23","	15","	19","	15","	3","	9","	7","	30","	56","	5","	6","	6","	18","	13","	4","	0","	"
197422,"	3","	1","	6","	11","	113","	2","	11","	0","	0","	87","	24","	2","	1","	2","	46","	0","	6","	17","	2","	1","	8","	1","	45","	5","	1","	5","	6","	21","	0","	3","	1","	6","	2","	8","	12","	13","	8","	17","	21","	10","	5","	0","	37","	76","	6","	7","	3","	7","	9","	1","	0","	"
197423,"	1","	2","	8","	4","	92","	4","	7","	1","	3","	103","	12","	5","	0","	0","	34","	0","	6","	11","	8","	11","	8","	5","	42","	2","	0","	1","	9","	8","	2","	0","	2","	28","	4","	10","	59","	18","	18","	14","	16","	4","	5","	2","	31","	87","	2","	9","	2","	19","	10","	3","	0","	"
197424,"	0","	7","	13","	7","	112","	8","	10","	0","	0","	58","	39","	0","	5","	7","	30","	13","	8","	16","	16","	8","	2","	0","	53","	65","	10","	1","	4","	25","	1","	0","	3","	17","	8","	1","	51","	22","	10","	9","	31","	6","	9","	0","	32","	58","	3","	7","	2","	17","	11","	0","	0","	"
197425,"	0","	2","	13","	4","	93","	9","	12","	2","	0","	44","	23","	3","	6","	2","	45","	5","	8","	25","	11","	8","	7","	0","	39","	4","	3","	3","	1","	30","	1","	0","	2","	16","	16","	2","	0","	18","	16","	18","	32","	11","	6","	9","	31","	68","	2","	7","	1","	14","	19","	2","	3","	"
197426,"	0","	4","	5","	8","	123","	3","	12","	1","	0","	104","	14","	0","	12","	4","	20","	18","	10","	15","	11","	6","	18","	1","	70","	5","	4","	2","	4","	23","	0","	3","	2","	19","	37","	4","	50","	23","	4","	30","	24","	7","	3","	0","	22","	81","	7","	9","	0","	14","	8","	5","	0","	"
197427,"	3","	3","	4","	11","	89","	1","	11","	0","	1","	92","	20","	1","	5","	1","	45","	0","	10","	11","	0","	5","	3","	3","	45","	7","	2","	1","	2","	2","	0","	0","	1","	13","	12","	0","	0","	22","	0","	11","	71","	4","	3","	4","	18","	53","	4","	3","	4","	19","	3","	2","	0","	"
197428,"	1","	3","	6","	4","	103","	5","	5","	1","	0","	64","	25","	3","	0","	3","	31","	20","	12","	27","	23","	3","	3","	10","	27","	21","	4","	3","	0","	17","	0","	1","	3","	29","	9","	10","	44","	33","	0","	9","	34","	5","	5","	2","	34","	84","	2","	6","	3","	9","	10","	4","	0","	"
197429,"	0","	11","	9","	10","	84","	3","	5","	2","	0","	37","	10","	9","	5","	4","	64","	10","	14","	9","	9","	8","	14","	1","	69","	8","	0","	7","	28","	10","	0","	0","	6","	14","	24","	5","	46","	25","	17","	23","	20","	8","	5","	0","	49","	97","	2","	10","	3","	17","	8","	3","	2","	"
197430,"	3","	6","	7","	2","	122","	3","	9","	2","	0","	77","	17","	7","	1","	4","	56","	13","	5","	29","	11","	5","	3","	1","	54","	8","	11","	6","	3","	14","	6","	0","	1","	70","	3","	4","	21","	40","	14","	23","	17","	6","	5","	1","	31","	58","	0","	13","	0","	5","	16","	3","	1","	"
197431,"	0","	3","	8","	3","	106","	0","	9","	2","	1","	116","	32","	0","	1","	2","	3","	18","	5","	11","	20","	10","	9","	0","	52","	2","	2","	4","	8","	30","	0","	4","	1","	26","	19","	3","	41","	19","	8","	21","	32","	7","	5","	0","	26","	73","	3","	5","	0","	12","	7","	0","	0","	"
197432,"	0","	1","	14","	2","	95","	0","	5","	0","	1","	57","	8","	1","	4","	4","	40","	10","	4","	10","	4","	7","	8","	5","	52","	9","	5","	3","	1","	15","	0","	3","	4","	18","	0","	10","	54","	39","	7","	8","	18","	8","	2","	2","	25","	92","	2","	6","	5","	11","	10","	3","	0","	"
197433,"	5","	3","	5","	8","	111","	0","	7","	0","	2","	87","	19","	0","	0","	3","	9","	17","	12","	0","	14","	9","	6","	0","	48","	3","	7","	1","	0","	18","	2","	2","	2","	18","	8","	5","	21","	19","	8","	21","	35","	10","	6","	6","	35","	61","	2","	8","	1","	16","	16","	1","	1","	"
197434,"	5","	7","	8","	7","	131","	1","	6","	1","	0","	121","	26","	4","	0","	10","	45","	19","	4","	39","	3","	11","	10","	1","	52","	17","	6","	9","	2","	16","	0","	2","	2","	20","	18","	0","	54","	31","	8","	12","	15","	6","	3","	5","	20","	0","	3","	5","	0","	6","	2","	1","	0","	"
197435,"	1","	7","	7","	14","	94","	12","	6","	0","	0","	59","	22","	1","	4","	2","	36","	14","	4","	14","	1","	9","	7","	3","	40","	5","	1","	3","	1","	23","	0","	0","	1","	33","	12","	8","	61","	26","	5","	29","	24","	8","	1","	2","	18","	70","	0","	6","	3","	7","	12","	2","	0","	"
197436,"	0","	10","	6","	6","	0","	5","	16","	0","	0","	50","	33","	2","	3","	0","	35","	6","	4","	27","	0","	8","	11","	4","	66","	13","	8","	5","	5","	13","	0","	0","	4","	12","	7","	4","	19","	19","	16","	15","	7","	12","	7","	3","	21","	49","	3","	6","	1","	21","	11","	1","	1","	"
197437,"	0","	7","	15","	12","	103","	3","	8","	3","	0","	87","	25","	2","	9","	1","	41","	5","	23","	17","	4","	14","	5","	3","	80","	12","	1","	10","	18","	33","	0","	6","	1","	21","	21","	4","	35","	26","	8","	24","	23","	6","	4","	1","	35","	59","	2","	8","	1","	16","	10","	3","	6","	"
197439,"	0","	7","	9","	8","	122","	3","	9","	0","	2","	48","	21","	3","	0","	2","	0","	9","	4","	27","	6","	10","	13","	2","	52","	14","	9","	8","	5","	26","	2","	2","	1","	23","	7","	11","	37","	19","	10","	11","	24","	12","	13","	0","	46","	67","	3","	17","	1","	14","	8","	1","	0","	"
197440,"	5","	2","	9","	20","	98","	7","	7","	2","	0","	30","	21","	1","	8","	4","	15","	9","	4","	24","	16","	4","	3","	1","	45","	3","	3","	6","	6","	10","	0","	0","	3","	27","	7","	0","	46","	18","	7","	15","	10","	7","	4","	4","	50","	114","	9","	2","	3","	15","	10","	2","	0","	"
197441,"	1","	3","	8","	11","	160","	8","	8","	3","	1","	13","	15","	1","	2","	1","	49","	11","	12","	0","	17","	5","	3","	3","	52","	12","	2","	5","	0","	28","	5","	1","	2","	25","	13","	0","	78","	29","	5","	23","	12","	3","	6","	6","	38","	76","	7","	13","	3","	22","	10","	7","	0","	"
