,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
197442,"	0","	2","	10","	10","	113","	3","	8","	0","	2","	122","	27","	1","	5","	4","	45","	12","	8","	18","	8","	3","	7","	2","	38","	12","	4","	7","	19","	18","	0","	1","	5","	19","	8","	2","	49","	19","	16","	16","	25","	8","	6","	2","	32","	39","	4","	12","	1","	13","	14","	3","	1","	"
197443,"	16","	3","	8","	26","	233","	3","	17","	1","	1","	26","	36","	1","	2","	1","	27","	0","	10","	20","	5","	11","	5","	2","	79","	12","	0","	10","	3","	13","	0","	8","	4","	32","	2","	0","	47","	32","	9","	18","	16","	8","	2","	2","	32","	60","	4","	9","	3","	24","	12","	2","	3","	"
197444,"	0","	0","	6","	21","	130","	5","	12","	0","	2","	115","	4","	1","	1","	1","	48","	0","	2","	25","	4","	2","	2","	5","	50","	9","	13","	5","	0","	11","	1","	5","	3","	23","	4","	4","	0","	24","	9","	24","	0","	0","	5","	0","	26","	93","	0","	0","	1","	13","	18","	0","	0","	"
197446,"	87","	10","	4","	8","	122","	3","	6","	0","	0","	32","	22","	3","	10","	3","	29","	0","	16","	9","	9","	3","	12","	0","	46","	11","	10","	16","	18","	12","	6","	1","	2","	16","	14","	5","	41","	41","	33","	15","	16","	8","	9","	7","	53","	74","	3","	6","	0","	19","	7","	3","	6","	"
197448,"	2","	2","	6","	5","	75","	6","	8","	0","	1","	40","	20","	0","	3","	0","	32","	5","	10","	21","	8","	5","	7","	1","	58","	2","	15","	8","	2","	20","	3","	0","	4","	12","	8","	3","	44","	18","	13","	21","	8","	6","	8","	0","	24","	42","	2","	7","	2","	17","	18","	1","	2","	"
197449,"	31","	5","	17","	27","	89","	2","	9","	0","	0","	40","	25","	1","	2","	1","	23","	8","	4","	32","	2","	4","	2","	1","	39","	9","	5","	1","	0","	5","	1","	0","	1","	15","	0","	3","	28","	44","	12","	26","	37","	9","	7","	1","	30","	29","	9","	3","	3","	8","	17","	0","	0","	"
197450,"	0","	0","	5","	3","	99","	3","	10","	0","	0","	46","	26","	3","	1","	1","	33","	7","	8","	20","	14","	7","	13","	0","	36","	9","	7","	2","	7","	18","	0","	2","	1","	26","	18","	2","	47","	27","	5","	18","	45","	8","	11","	0","	35","	85","	15","	11","	1","	23","	16","	3","	0","	"
197451,"	10","	2","	9","	22","	98","	14","	8","	1","	0","	45","	12","	2","	5","	5","	37","	3","	4","	27","	4","	7","	4","	3","	32","	14","	13","	4","	3","	19","	0","	2","	1","	17","	11","	0","	35","	38","	9","	10","	10","	2","	7","	0","	20","	43","	4","	6","	2","	29","	5","	1","	2","	"
197452,"	0","	2","	6","	3","	100","	3","	13","	0","	0","	18","	24","	6","	5","	4","	6","	0","	8","	7","	2","	4","	3","	2","	34","	5","	8","	1","	10","	7","	0","	2","	3","	16","	1","	6","	28","	12","	3","	14","	14","	7","	4","	2","	9","	71","	4","	10","	1","	13","	13","	2","	4","	"
197501,"	9","	5","	0","	10","	76","	0","	6","	1","	0","	16","	0","	0","	2","	3","	12","	0","	0","	14","	21","	3","	6","	1","	30","	0","	8","	0","	2","	9","	3","	0","	1","	17","	0","	5","	36","	25","	35","	12","	0","	5","	5","	1","	28","	24","	1","	6","	0","	23","	11","	5","	3","	"
197502,"	5","	8","	0","	3","	103","	0","	13","	0","	0","	26","	10","	2","	3","	0","	7","	4","	0","	23","	2","	5","	7","	1","	38","	10","	0","	0","	3","	17","	0","	0","	1","	24","	5","	12","	52","	37","	11","	8","	0","	16","	11","	0","	20","	74","	6","	17","	2","	11","	1","	4","	3","	"
197503,"	0","	0","	9","	11","	98","	0","	16","	2","	0","	63","	36","	0","	7","	2","	5","	4","	3","	32","	16","	6","	5","	1","	71","	19","	6","	11","	8","	8","	1","	6","	2","	20","	8","	1","	45","	27","	6","	7","	0","	14","	3","	2","	19","	63","	3","	10","	0","	50","	1","	0","	3","	"
197504,"	48","	15","	7","	0","	99","	0","	8","	1","	0","	27","	9","	0","	3","	4","	7","	4","	4","	27","	6","	6","	5","	2","	50","	12","	11","	9","	3","	21","	0","	0","	8","	20","	6","	2","	67","	45","	10","	14","	2","	10","	2","	2","	20","	51","	1","	3","	0","	18","	7","	2","	1","	"
197505,"	28","	7","	8","	14","	99","	3","	5","	0","	3","	4","	34","	0","	12","	6","	12","	6","	5","	21","	2","	4","	7","	0","	48","	14","	1","	6","	0","	19","	2","	0","	3","	34","	11","	6","	51","	48","	9","	8","	9","	7","	3","	2","	21","	73","	20","	14","	0","	14","	8","	4","	3","	"
197506,"	13","	4","	9","	8","	126","	11","	5","	0","	1","	43","	43","	3","	0","	5","	25","	8","	8","	25","	11","	5","	4","	2","	51","	12","	5","	7","	10","	24","	8","	5","	3","	20","	9","	2","	56","	20","	10","	18","	8","	11","	6","	0","	29","	70","	5","	5","	1","	27","	20","	2","	2","	"
197507,"	17","	7","	10","	3","	69","	1","	15","	1","	0","	61","	43","	0","	11","	3","	21","	14","	8","	23","	0","	2","	3","	6","	55","	17","	2","	2","	3","	11","	3","	5","	2","	18","	8","	1","	31","	60","	3","	13","	12","	7","	8","	1","	25","	52","	0","	8","	1","	18","	8","	2","	0","	"
197508,"	0","	10","	6","	15","	122","	2","	8","	3","	1","	40","	21","	1","	0","	19","	12","	16","	10","	17","	13","	3","	4","	2","	36","	14","	11","	7","	5","	11","	1","	2","	0","	8","	8","	4","	58","	24","	12","	21","	12","	10","	14","	0","	21","	67","	2","	9","	1","	6","	5","	2","	1","	"
197509,"	48","	6","	5","	15","	85","	4","	9","	2","	2","	50","	41","	33","	7","	3","	32","	7","	8","	37","	7","	2","	3","	0","	21","	13","	0","	10","	9","	16","	1","	5","	2","	22","	8","	0","	43","	35","	3","	14","	17","	4","	11","	0","	18","	60","	7","	10","	3","	21","	10","	3","	1","	"
197510,"	5","	3","	8","	10","	69","	6","	5","	1","	2","	45","	15","	3","	6","	4","	31","	9","	18","	16","	6","	4","	11","	0","	69","	13","	2","	4","	7","	11","	1","	0","	2","	19","	8","	4","	55","	23","	28","	14","	10","	2","	8","	2","	18","	58","	7","	17","	1","	18","	15","	1","	1","	"
197511,"	4","	0","	7","	25","	142","	3","	15","	8","	1","	38","	0","	3","	1","	10","	17","	11","	10","	17","	8","	5","	9","	0","	49","	7","	16","	8","	6","	6","	3","	2","	3","	22","	14","	1","	31","	49","	2","	20","	7","	6","	25","	0","	35","	72","	3","	0","	1","	10","	16","	12","	0","	"
197512,"	14","	7","	11","	12","	96","	1","	9","	2","	0","	41","	34","	5","	4","	0","	5","	6","	6","	22","	7","	5","	6","	0","	43","	12","	3","	18","	2","	13","	0","	2","	2","	18","	9","	0","	36","	30","	22","	8","	10","	5","	8","	0","	23","	79","	7","	10","	0","	16","	8","	3","	0","	"
197513,"	0","	16","	12","	6","	67","	6","	11","	0","	0","	76","	10","	8","	1","	7","	51","	5","	10","	7","	5","	3","	2","	0","	25","	8","	7","	9","	5","	20","	1","	7","	1","	11","	13","	8","	41","	28","	2","	14","	14","	4","	6","	0","	26","	69","	8","	10","	1","	15","	9","	3","	0","	"
197514,"	1","	0","	12","	2","	114","	2","	10","	8","	2","	35","	27","	5","	3","	0","	64","	11","	16","	0","	2","	5","	6","	1","	38","	11","	0","	4","	8","	13","	0","	0","	6","	2","	7","	5","	62","	45","	15","	5","	18","	7","	11","	0","	20","	56","	11","	4","	3","	24","	5","	4","	1","	"
197515,"	1","	12","	15","	13","	72","	1","	2","	2","	0","	57","	0","	7","	0","	7","	12","	20","	10","	45","	23","	6","	8","	0","	23","	5","	8","	7","	2","	15","	2","	3","	7","	28","	11","	3","	22","	37","	5","	9","	20","	7","	3","	3","	21","	81","	3","	12","	2","	6","	8","	1","	0","	"
197516,"	0","	15","	16","	4","	155","	7","	5","	3","	0","	36","	23","	7","	6","	0","	56","	7","	4","	26","	10","	7","	4","	0","	56","	0","	11","	7","	3","	12","	0","	2","	4","	21","	2","	0","	22","	20","	18","	9","	22","	2","	6","	0","	24","	0","	4","	5","	0","	19","	7","	3","	0","	"
197517,"	0","	15","	12","	9","	84","	8","	6","	3","	2","	56","	21","	5","	0","	4","	37","	11","	12","	9","	6","	5","	12","	1","	30","	22","	5","	8","	3","	13","	0","	0","	5","	15","	9","	2","	48","	22","	3","	16","	15","	2","	5","	0","	25","	52","	8","	6","	2","	9","	13","	1","	2","	"
197518,"	15","	10","	11","	8","	87","	7","	2","	1","	0","	48","	19","	7","	1","	0","	35","	11","	14","	14","	11","	7","	12","	3","	33","	12","	2","	2","	4","	5","	1","	0","	0","	22","	4","	0","	37","	38","	10","	5","	17","	6","	9","	4","	30","	107","	5","	7","	0","	15","	18","	3","	1","	"
197519,"	2","	11","	3","	14","	115","	2","	7","	0","	0","	75","	27","	5","	3","	1","	20","	11","	12","	19","	12","	2","	12","	1","	55","	11","	6","	4","	1","	27","	1","	0","	3","	28","	14","	1","	63","	50","	13","	18","	18","	5","	10","	0","	25","	54","	16","	10","	1","	19","	6","	0","	0","	"
197520,"	1","	2","	9","	5","	58","	6","	9","	0","	0","	32","	15","	5","	5","	0","	25","	14","	4","	13","	5","	4","	9","	0","	39","	1","	14","	6","	6","	5","	0","	5","	0","	28","	2","	7","	0","	47","	4","	3","	0","	8","	6","	2","	25","	77","	2","	7","	3","	10","	12","	0","	0","	"
197521,"	0","	7","	2","	14","	131","	8","	8","	1","	0","	8","	8","	2","	2","	6","	35","	10","	7","	12","	5","	6","	7","	0","	51","	14","	12","	6","	1","	19","	2","	0","	4","	18","	3","	1","	52","	25","	8","	6","	18","	5","	5","	1","	27","	53","	20","	9","	0","	11","	5","	4","	2","	"
197522,"	7","	7","	5","	7","	77","	4","	10","	0","	3","	90","	19","	0","	6","	9","	43","	2","	10","	16","	11","	2","	5","	0","	24","	4","	1","	10","	16","	11","	1","	4","	0","	27","	6","	4","	32","	23","	4","	16","	24","	3","	0","	0","	28","	61","	4","	8","	5","	5","	12","	7","	0","	"
197523,"	6","	3","	7","	16","	76","	0","	16","	2","	1","	56","	17","	7","	4","	0","	14","	0","	14","	11","	6","	3","	9","	0","	34","	6","	13","	2","	6","	21","	2","	0","	0","	12","	4","	0","	42","	22","	0","	10","	41","	3","	7","	2","	22","	52","	4","	14","	3","	10","	10","	2","	0","	"
197524,"	8","	10","	5","	13","	83","	4","	16","	0","	1","	37","	27","	0","	2","	0","	8","	13","	8","	16","	6","	6","	7","	1","	32","	10","	8","	10","	4","	15","	2","	4","	0","	11","	0","	3","	34","	34","	6","	11","	18","	9","	3","	1","	24","	45","	4","	10","	0","	19","	19","	3","	0","	"
197525,"	25","	3","	5","	8","	69","	1","	9","	1","	1","	82","	14","	4","	0","	0","	24","	16","	0","	13","	6","	5","	9","	0","	25","	13","	3","	4","	1","	7","	3","	2","	1","	12","	15","	4","	49","	23","	7","	10","	31","	6","	11","	3","	16","	47","	3","	5","	0","	12","	8","	4","	0","	"
197526,"	0","	0","	14","	9","	105","	1","	6","	0","	0","	32","	22","	3","	3","	5","	39","	9","	4","	14","	0","	3","	4","	0","	35","	0","	2","	6","	3","	17","	6","	0","	2","	31","	3","	4","	37","	36","	13","	5","	16","	8","	11","	0","	18","	35","	5","	8","	1","	25","	6","	4","	2","	"
197528,"	2","	6","	8","	13","	101","	2","	5","	5","	3","	46","	17","	0","	1","	10","	11","	9","	6","	16","	17","	1","	5","	0","	34","	0","	12","	4","	13","	4","	1","	0","	1","	25","	6","	3","	21","	41","	11","	5","	21","	4","	7","	2","	35","	34","	4","	9","	2","	7","	8","	0","	0","	"
197529,"	18","	1","	14","	7","	88","	6","	9","	1","	0","	54","	18","	1","	4","	2","	25","	14","	0","	15","	14","	2","	11","	1","	34","	15","	15","	4","	1","	13","	0","	0","	0","	13","	12","	4","	22","	18","	8","	11","	14","	5","	12","	0","	17","	61","	7","	8","	0","	12","	8","	5","	0","	"
197530,"	0","	5","	6","	9","	76","	4","	2","	0","	6","	44","	19","	6","	1","	0","	8","	6","	12","	32","	13","	6","	9","	0","	54","	8","	6","	8","	3","	10","	2","	0","	1","	24","	5","	0","	25","	29","	10","	12","	15","	6","	14","	1","	31","	59","	1","	5","	1","	12","	9","	4","	0","	"
197531,"	0","	3","	10","	8","	118","	1","	2","	1","	2","	56","	27","	2","	1","	0","	57","	10","	8","	0","	4","	8","	12","	0","	36","	3","	12","	7","	4","	12","	2","	5","	0","	23","	0","	4","	51","	30","	1","	15","	18","	0","	10","	1","	17","	57","	13","	5","	1","	4","	7","	2","	0","	"
197532,"	7","	3","	12","	9","	89","	4","	14","	2","	0","	72","	18","	18","	1","	0","	24","	4","	10","	30","	10","	5","	6","	0","	45","	7","	15","	6","	14","	21","	2","	1","	2","	8","	9","	7","	43","	36","	2","	24","	21","	4","	6","	0","	26","	51","	2","	18","	3","	28","	8","	4","	0","	"
197533,"	1","	3","	4","	6","	111","	7","	2","	1","	3","	14","	13","	1","	2","	7","	24","	10","	4","	7","	2","	6","	4","	0","	50","	1","	18","	9","	8","	9","	0","	2","	0","	6","	20","	3","	40","	36","	4","	16","	30","	7","	6","	5","	27","	54","	4","	10","	0","	5","	11","	2","	0","	"
197534,"	1","	3","	11","	14","	100","	2","	12","	8","	1","	77","	10","	12","	0","	5","	22","	10","	2","	8","	11","	4","	17","	0","	36","	4","	9","	1","	2","	6","	0","	2","	0","	31","	13","	5","	30","	31","	10","	13","	24","	7","	5","	0","	17","	45","	0","	6","	1","	15","	8","	2","	0","	"
197535,"	4","	5","	8","	4","	79","	4","	5","	1","	0","	56","	10","	0","	7","	17","	13","	14","	3","	13","	15","	2","	12","	3","	34","	5","	31","	11","	1","	6","	0","	0","	3","	37","	39","	0","	39","	27","	2","	19","	52","	4","	7","	2","	36","	71","	14","	9","	0","	10","	11","	4","	0","	"
197536,"	0","	2","	13","	6","	46","	2","	12","	1","	1","	14","	41","	9","	1","	1","	26","	6","	2","	20","	5","	6","	8","	0","	29","	0","	2","	4","	1","	10","	0","	2","	2","	13","	3","	3","	23","	32","	6","	14","	18","	4","	5","	0","	25","	23","	2","	5","	2","	7","	9","	11","	0","	"
197537,"	9","	5","	10","	7","	147","	1","	4","	1","	0","	47","	25","	1","	11","	0","	20","	12","	3","	13","	9","	4","	11","	0","	29","	0","	12","	8","	18","	21","	0","	0","	3","	37","	3","	3","	48","	25","	9","	22","	15","	7","	11","	0","	17","	48","	2","	9","	0","	21","	8","	0","	0","	"
197538,"	0","	5","	15","	11","	111","	7","	7","	0","	1","	50","	7","	15","	5","	3","	13","	11","	8","	40","	9","	20","	7","	0","	56","	0","	10","	5","	10","	16","	2","	0","	2","	22","	6","	2","	21","	0","	8","	23","	24","	2","	8","	1","	24","	70","	1","	5","	0","	16","	8","	1","	0","	"
197539,"	0","	1","	10","	2","	126","	8","	12","	0","	1","	57","	38","	4","	3","	2","	17","	11","	9","	14","	8","	5","	5","	0","	61","	7","	14","	1","	0","	10","	1","	2","	0","	6","	13","	6","	26","	28","	13","	18","	0","	6","	8","	1","	26","	61","	3","	8","	6","	9","	10","	5","	0","	"
197540,"	14","	5","	6","	10","	105","	8","	9","	0","	0","	26","	15","	0","	2","	1","	26","	12","	2","	17","	5","	6","	4","	1","	30","	0","	7","	9","	8","	8","	0","	5","	4","	0","	27","	8","	47","	28","	4","	26","	27","	6","	9","	0","	14","	59","	4","	4","	0","	15","	5","	4","	2","	"
197541,"	16","	4","	5","	2","	149","	5","	10","	6","	3","	56","	23","	11","	8","	1","	5","	11","	3","	5","	7","	3","	12","	0","	25","	0","	5","	2","	6","	13","	4","	0","	1","	0","	0","	0","	44","	30","	3","	13","	13","	0","	11","	0","	23","	101","	4","	6","	1","	13","	13","	0","	3","	"
197542,"	40","	1","	2","	2","	145","	10","	6","	0","	0","	34","	4","	2","	8","	1","	1","	17","	6","	10","	5","	3","	7","	0","	43","	9","	13","	6","	2","	5","	4","	0","	3","	0","	6","	6","	36","	38","	15","	16","	31","	6","	4","	0","	18","	0","	4","	7","	0","	18","	7","	4","	0","	"
197543,"	7","	17","	3","	10","	127","	10","	4","	1","	0","	62","	24","	0","	4","	3","	17","	8","	2","	0","	12","	2","	7","	1","	29","	18","	8","	3","	3","	19","	0","	3","	5","	28","	0","	7","	32","	35","	1","	33","	34","	0","	4","	1","	25","	91","	1","	10","	1","	11","	8","	1","	0","	"
197544,"	0","	1","	7","	3","	83","	5","	4","	9","	0","	106","	15","	9","	6","	1","	28","	0","	4","	39","	16","	5","	10","	0","	41","	13","	33","	14","	3","	7","	4","	0","	4","	18","	4","	6","	0","	55","	12","	15","	15","	3","	18","	0","	21","	66","	1","	0","	0","	0","	4","	10","	0","	"
197545,"	0","	1","	4","	10","	89","	8","	9","	1","	0","	0","	30","	2","	2","	1","	17","	0","	2","	21","	4","	3","	5","	0","	46","	2","	12","	7","	3","	11","	4","	0","	7","	0","	1","	2","	36","	22","	9","	5","	11","	3","	1","	0","	29","	59","	5","	8","	0","	9","	6","	0","	2","	"
197546,"	6","	8","	8","	6","	175","	3","	8","	0","	0","	28","	3","	3","	4","	1","	20","	14","	5","	23","	10","	10","	6","	2","	33","	3","	13","	7","	2","	11","	1","	1","	1","	27","	5","	0","	47","	34","	9","	16","	33","	1","	2","	1","	25","	28","	1","	8","	2","	19","	1","	0","	0","	"
197547,"	1","	9","	6","	10","	74","	5","	12","	2","	0","	14","	31","	12","	5","	1","	54","	11","	4","	27","	13","	4","	8","	0","	43","	0","	9","	4","	10","	11","	2","	3","	5","	25","	0","	5","	42","	29","	9","	11","	22","	2","	7","	0","	28","	35","	4","	3","	0","	15","	2","	4","	0","	"
197548,"	1","	3","	10","	5","	97","	2","	4","	1","	0","	52","	37","	3","	0","	0","	25","	0","	6","	0","	6","	4","	7","	1","	31","	10","	6","	2","	2","	19","	4","	0","	3","	12","	1","	4","	51","	23","	5","	12","	17","	2","	6","	0","	7","	52","	4","	8","	0","	3","	8","	3","	0","	"
197549,"	4","	2","	11","	9","	115","	10","	12","	3","	4","	45","	20","	0","	9","	3","	16","	0","	5","	37","	3","	4","	15","	3","	39","	22","	6","	2","	7","	8","	0","	1","	1","	0","	7","	2","	25","	37","	10","	10","	18","	5","	1","	0","	23","	38","	6","	6","	2","	5","	5","	2","	0","	"
197550,"	8","	0","	7","	8","	106","	19","	7","	2","	5","	33","	40","	12","	7","	7","	56","	19","	6","	21","	11","	9","	16","	0","	27","	5","	21","	8","	1","	12","	2","	2","	2","	44","	5","	6","	27","	25","	6","	10","	40","	3","	6","	0","	24","	72","	4","	10","	3","	28","	5","	4","	0","	"
197551,"	9","	9","	10","	9","	76","	8","	8","	2","	0","	51","	5","	1","	7","	4","	15","	9","	6","	1","	9","	2","	9","	0","	38","	15","	0","	7","	1","	4","	15","	3","	1","	23","	5","	6","	33","	34","	13","	13","	29","	4","	0","	0","	15","	47","	17","	6","	3","	11","	5","	8","	1","	"
197552,"	4","	1","	1","	3","	124","	10","	7","	0","	0","	11","	23","	1","	0","	2","	16","	6","	5","	13","	0","	2","	4","	0","	34","	2","	4","	2","	3","	2","	5","	0","	3","	12","	8","	0","	21","	23","	8","	7","	30","	4","	2","	0","	12","	31","	5","	3","	0","	11","	3","	3","	0","	"
197601,"	4","	7","	0","	9","	76","	0","	8","	0","	0","	14","	10","	4","	1","	0","	14","	1","	20","	23","	3","	2","	8","	1","	33","	2","	3","	0","	3","	7","	6","	1","	0","	14","	4","	1","	57","	50","	6","	22","	5","	4","	4","	0","	24","	68","	3","	4","	1","	11","	11","	7","	0","	"
197602,"	0","	2","	9","	7","	113","	7","	8","	0","	1","	72","	33","	1","	2","	1","	14","	14","	12","	18","	0","	3","	8","	2","	28","	1","	5","	0","	0","	15","	6","	0","	2","	5","	8","	0","	36","	31","	73","	17","	0","	3","	3","	0","	20","	26","	3","	9","	0","	0","	2","	8","	0","	"
197603,"	0","	7","	10","	28","	146","	2","	4","	0","	1","	23","	24","	0","	4","	0","	6","	10","	8","	22","	11","	9","	9","	3","	37","	0","	2","	2","	4","	9","	16","	2","	1","	18","	11","	1","	58","	41","	107","	15","	1","	0","	6","	0","	21","	51","	20","	4","	0","	14","	6","	6","	0","	"
197604,"	20","	7","	8","	17","	94","	6","	19","	0","	3","	87","	0","	1","	1","	1","	15","	14","	5","	15","	7","	3","	11","	6","	35","	2","	8","	4","	1","	22","	7","	1","	1","	18","	3","	9","	47","	32","	23","	10","	6","	4","	4","	0","	22","	63","	4","	10","	1","	3","	8","	5","	0","	"
197605,"	0","	1","	13","	14","	110","	11","	11","	1","	0","	32","	67","	0","	0","	0","	10","	7","	13","	16","	5","	7","	3","	3","	25","	16","	10","	1","	3","	9","	3","	0","	0","	57","	5","	4","	15","	28","	30","	21","	16","	3","	7","	3","	18","	58","	5","	5","	2","	31","	9","	7","	0","	"
197606,"	0","	5","	6","	15","	0","	1","	0","	0","	0","	47","	18","	2","	4","	1","	18","	13","	13","	23","	1","	5","	6","	4","	40","	4","	13","	3","	2","	6","	5","	0","	1","	0","	2","	2","	39","	30","	18","	12","	0","	6","	8","	1","	14","	34","	3","	2","	1","	0","	12","	4","	1","	"
197607,"	0","	8","	9","	12","	101","	7","	5","	0","	0","	58","	35","	2","	5","	1","	30","	11","	4","	0","	0","	3","	7","	1","	22","	1","	9","	1","	2","	13","	2","	8","	0","	0","	6","	1","	0","	36","	47","	16","	6","	6","	10","	1","	20","	76","	25","	3","	0","	16","	6","	6","	0","	"
197608,"	19","	4","	9","	20","	91","	3","	4","	0","	0","	43","	36","	8","	3","	0","	13","	11","	3","	42","	13","	6","	8","	1","	36","	2","	13","	3","	0","	11","	1","	1","	2","	6","	10","	1","	51","	53","	35","	19","	19","	6","	10","	2","	18","	56","	1","	7","	0","	15","	3","	8","	0","	"
197609,"	0","	3","	10","	5","	107","	3","	9","	5","	1","	55","	18","	2","	13","	27","	46","	8","	6","	0","	1","	4","	5","	4","	32","	10","	20","	8","	1","	10","	0","	2","	0","	0","	8","	0","	63","	31","	22","	16","	17","	3","	10","	1","	39","	36","	13","	8","	0","	15","	12","	7","	0","	"
197610,"	0","	7","	4","	9","	124","	7","	9","	1","	4","	19","	33","	3","	3","	4","	23","	11","	1","	27","	11","	4","	8","	1","	44","	2","	9","	7","	2","	12","	4","	0","	4","	89","	11","	1","	41","	49","	20","	18","	5","	4","	5","	0","	47","	59","	24","	8","	0","	14","	4","	10","	0","	"
197611,"	0","	2","	5","	9","	81","	5","	9","	0","	3","	39","	23","	2","	2","	0","	43","	9","	23","	43","	10","	4","	4","	0","	25","	12","	28","	5","	0","	8","	3","	4","	0","	39","	2","	0","	40","	33","	11","	10","	7","	5","	6","	7","	24","	22","	13","	3","	1","	8","	13","	7","	0","	"
